"File","Extension","File Path","Filename","File Size","Container Format","Codec","Codec Long Name","Profile","Level","Bitrate","Width","Height","Color Space","Color Primaries","Color Transfer","Color Range","Chroma Location","Field Order","Refs","Bits per Raw Sample","Pixel Format","HDR","Bit Depth","Duration","Frame Rate","Audio Codecs","Audio Codec Long Names","Audio Channels","Audio Sample Rates","Audio Bitrates","Audio Bit Depth","Audio Stream Count","Subtitle Languages","Subtitle Formats","Subtitle Stream Count","Creation Date","Modification Date","Issue Detected","Issue Description"
"/Volumes/media/media/movies/The Empire Strikes Back (1980)/The Empire Strikes Back (1980) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Empire Strikes Back (1980)","The Empire Strikes Back (1980) Bluray-1080p.mkv","11351790669","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","11884252","1920","818","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p","No","N/A","7641.568000","23.976","dts, dts, ac3, ac3, dts, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","7, 7, 6, 6, 6, 6, 2, 2","48000, 48000, 48000, 48000, 48000, 48000, 48000, 48000","N/A, 1536000, 448000, 448000, 768000, 448000, 224000, 224000","24, N/A, N/A, N/A, N/A, N/A, N/A, N/A","8","N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A, N/A","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","29","1697794801.8650584","1697794801.8650584","Yes","Non-standard audio codec(s): dts, dts, dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 1920x818 && High number of subtitle streams: 29 && Multiple audio streams: 8"
"/Volumes/media/media/movies/The Fast and the Furious (2001)/The Fast and the Furious (2001) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Fast and the Furious (2001)","The Fast and the Furious (2001) WEBDL-2160p.mkv","8122514446","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","10135001","3840","1634","bt2020nc","bt2020","smpte2084","tv","left","N/A","1","N/A","yuv420p","Yes","N/A","6411.456000","23.976","dts","DCA (DTS Coherent Acoustics)","8","48000","N/A","24","1","eng, fre, spa, jpn, por, nor","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, subrip","6","1697281289.751883","1697281289.751883","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && Non-standard resolution: 3840x1634 && HDR content may require tone-mapping && High number of subtitle streams: 6"
"/Volumes/media/media/movies/The Fifth Element (1997)/The Fifth Element (1997) Remux-2160p SDR Handbrake.mkv","mkv","/Volumes/media/media/movies/The Fifth Element (1997)","The Fifth Element (1997) Remux-2160p SDR Handbrake.mkv","19123117964","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","150","20156897","3840","1604","bt709","bt709","bt709","tv","topleft","N/A","1","N/A","yuv420p","No","N/A","7589.707000","23.976","aac","AAC (Advanced Audio Coding)","2","48000","N/A","N/A","1","","","0","1723229562.5991096","1723229562.5991096","Yes","Unknown metadata: Some file information couldn't be determined && High bitrate (20.16 Mbps) may cause buffering && Non-standard resolution: 3840x1604"
"/Volumes/media/media/movies/The Fox and the Hound (1981)/The Fox and the Hound (1981) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Fox and the Hound (1981)","The Fox and the Hound (1981) Bluray-1080p.mkv","6490677700","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","10419159","1800","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","4983.648000","23.976","dts, ac3, ac3, ac3, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 6, 6, 6","48000, 48000, 48000, 48000, 48000","1536000, 640000, 640000, 640000, 640000","N/A, N/A, N/A, N/A, N/A","5","eng, nor, dan","hdmv_pgs_subtitle, subrip, subrip","3","1724588800.6607542","1724588800.6607542","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): hdmv_pgs_subtitle && Non-standard resolution: 1800x1080 && Multiple audio streams: 5"
"/Volumes/media/media/movies/The French Dispatch (2021)/The French Dispatch (2021) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The French Dispatch (2021)","The French Dispatch (2021) WEBDL-2160p.mkv","10052697952","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","12451628","3840","2076","bt709","bt709","bt709","tv","left","N/A","1","N/A","yuv420p10le","No","10","6458.720000","23.976","ac3","ATSC A/52A (AC-3)","6","48000","384000","N/A","1","","","0","1697793799.2673304","1697793799.2673304","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard resolution: 3840x2076 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Godfather (1972)/The Godfather (1972) Remux-2160p Proper.mkv","mkv","/Volumes/media/media/movies/The Godfather (1972)","The Godfather (1972) Remux-2160p Proper.mkv","85649102152","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","64624011","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","10602.759000","23.976","truehd, ac3, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 2, 2","48000, 48000, 48000, 48000","N/A, 640000, 224000, 224000","24, N/A, N/A, N/A","4","eng, eng, eng, chi, chi, chi, dan, dut, fin, fre, ger, gre, hin, hun, ind, ita, jpn, kor, nor, pol, por, por, rus, spa, spa, swe, tha, tur, eng, fre, ger, ita, jpn, kor, por, spa, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","37","1697665594.0434659","1697665594.0434659","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (64.62 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37 && Multiple audio streams: 4"
"/Volumes/media/media/movies/The Godfather Part II (1974)/The Godfather Part II (1974) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/The Godfather Part II (1974)","The Godfather Part II (1974) Remux-2160p.mkv","86326136565","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","57075499","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","12099.922000","23.976","truehd, ac3, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3), ATSC A/52A (AC-3)","6, 6, 2, 2","48000, 48000, 48000, 48000","N/A, 640000, 224000, 224000","24, N/A, N/A, N/A","4","eng, eng, eng, chi, chi, chi, dan, dut, fin, fre, ger, gre, hin, hun, ind, ita, jpn, kor, nor, pol, por, por, rus, spa, spa, swe, tha, tur, eng, fre, ger, ita, jpn, kor, por, spa, spa","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","37","1697666072.3337555","1697666072.3337555","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bitrate (57.08 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 37 && Multiple audio streams: 4"
"/Volumes/media/media/movies/The Good Dinosaur (2015)/The Good Dinosaur (2015) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Good Dinosaur (2015)","The Good Dinosaur (2015) WEBDL-2160p.mkv","12228318771","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17416326","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","5616.945000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, spa, ice, jpn, kor, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","8","1707523326.0","1707523326.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 8"
"/Volumes/media/media/movies/The Grand Budapest Hotel (2014)/The Grand Budapest Hotel (2014) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Grand Budapest Hotel (2014)","The Grand Budapest Hotel (2014) Bluray-1080p.mkv","4688642100","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","120","6256062","1920","1036","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p10le","No","10","5995.646000","23.976","aac, aac","AAC (Advanced Audio Coding), AAC (Advanced Audio Coding)","6, 2","48000, 48000","N/A, N/A","N/A, N/A","2","eng","dvd_subtitle","1","1680303155.3535547","1680303155.3535547","Yes","Potentially problematic subtitle format(s): dvd_subtitle && Non-standard resolution: 1920x1036 && High bit depth video: 10-bit"
"/Volumes/media/media/movies/The Great Mouse Detective (1986)/The Great Mouse Detective (1986) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Great Mouse Detective (1986)","The Great Mouse Detective (1986) Bluray-1080p.mkv","1947160234","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3494971","1920","1080","bt709","bt709","bt709","tv","left","progressive","1","N/A","yuv420p","No","N/A","4457.055000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 384000","N/A, N/A","2","eng, nor","subrip, subrip","2","1724589603.6116076","1724589603.6116076","Yes","Non-standard audio codec(s): dts"
"/Volumes/media/media/movies/The Green Mile (1999)/The Green Mile (1999) Remux-2160p.mkv","mkv","/Volumes/media/media/movies/The Green Mile (1999)","The Green Mile (1999) Remux-2160p.mkv","3338399744","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","153","2360213","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","11315.584000","23.976","truehd, ac3, ac3","TrueHD, ATSC A/52A (AC-3), ATSC A/52A (AC-3)","8, 6, 2","48000, 48000, 48000","N/A, 448000, 192000","24, N/A, N/A","3","eng, chi, dan, dut, fin, fre, ger, gre, ita, ita, jpn, kor, nor, por, por, spa, spa, swe, tha, tur","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","20","1697576038.2085383","1697576038.2085383","Yes","Non-standard audio codec(s): truehd && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 20"
"/Volumes/media/media/movies/The Hunchback of Notre Dame (1996)/The Hunchback of Notre Dame (1996) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Hunchback of Notre Dame (1996)","The Hunchback of Notre Dame (1996) Bluray-1080p.mkv","2647919309","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","3880713","1920","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","5458.624000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 448000","N/A, N/A","2","eng, eng, eng, nor","subrip, dvd_subtitle, dvd_subtitle, ass","4","1724590039.2477376","1724590039.2477376","Yes","Non-standard audio codec(s): dts && Potentially problematic subtitle format(s): dvd_subtitle, dvd_subtitle"
"/Volumes/media/media/movies/The Incredible Hulk (2008)/The Incredible Hulk (2008) Bluray-2160p.mkv","mkv","/Volumes/media/media/movies/The Incredible Hulk (2008)","The Incredible Hulk (2008) Bluray-2160p.mkv","5810439616","matroska,webm","hevc (+1)","H.265 / HEVC (High Efficiency Video Coding) (+1)","Main 10 (+1)","150 (+1)","6904799","3840","2160","bt2020nc","bt2020","smpte2084","tv","left","N/A","1","N/A","yuv420p10le","Yes","10","6732.059000","23.976","ac3","ATSC A/52A (AC-3)","6","48000","640000","N/A","1","dan, fin, nor, swe","hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle","4","1697299775.4047985","1697299775.4047985","Yes","Non-standard video codec: hevc (+1) && Potentially problematic subtitle format(s): hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle, hdmv_pgs_subtitle && High bit depth video: 10-bit && HDR content may require tone-mapping"
"/Volumes/media/media/movies/The Incredibles (2004)/The Incredibles (2004) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Incredibles (2004)","The Incredibles (2004) WEBDL-2160p.mkv","14962295566","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17305073","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","6916.952000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, spa, hun, kor, pol, rum, slo, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","10","1710288134.0","1710288134.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 10"
"/Volumes/media/media/movies/The Invisible Man (2020)/The Invisible Man (2020) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Invisible Man (2020)","The Invisible Man (2020) WEBDL-2160p.mkv","15152318323","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","153","16247588","3840","2160","N/A","N/A","N/A","tv","left","N/A","1","N/A","yuv420p","No","N/A","7460.710000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","640000","N/A","1","eng, eng, fin, fre, ita, dut, nob, swe, dan, ger","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","10","1697799927.5521603","1697799927.5521603","Yes","High number of subtitle streams: 10"
"/Volumes/media/media/movies/The Irishman (2019)/The Irishman (2019) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Irishman (2019)","The Irishman (2019) WEBDL-2160p.mkv","37377071034","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","23795898","3840","2160","bt2020nc","bt2020","smpte2084","tv","topleft","N/A","1","N/A","yuv420p10le","Yes","10","12565.887000","23.976","truehd, ac3","TrueHD, ATSC A/52A (AC-3)","8, 6","48000, 48000","N/A, 448000","24, N/A","2","eng, eng, eng, ara, cze, dan, ger, gre, spa, spa, fin, fre, heb, hrv, hun, ind, ita, jpn, kor, nob, dut, pol, por, por, rum, rus, swe, tha, tur, vie, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","32","1697805879.8954175","1697805879.8954175","Yes","Non-standard audio codec(s): truehd && High bitrate (23.80 Mbps) may cause buffering && High bit depth video: 10-bit && HDR content may require tone-mapping && High number of subtitle streams: 32"
"/Volumes/media/media/movies/The Jungle Book (1967)/The Jungle Book (1967) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Jungle Book (1967)","The Jungle Book (1967) Bluray-1080p.mkv","2706948913","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","4600556","1888","1080","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","4707.168000","23.976","dts, ac3","DCA (DTS Coherent Acoustics), ATSC A/52A (AC-3)","6, 6","48000, 48000","1536000, 448000","N/A, N/A","2","eng, eng, eng, eng, nor","subrip, subrip, subrip, subrip, ass","5","1724590108.9644432","1724590108.9644432","Yes","Non-standard audio codec(s): dts && Non-standard resolution: 1888x1080"
"/Volumes/media/media/movies/The Life Aquatic with Steve Zissou (2004)/The Life Aquatic with Steve Zissou (2004) Bluray-1080p.mkv","mkv","/Volumes/media/media/movies/The Life Aquatic with Steve Zissou (2004)","The Life Aquatic with Steve Zissou (2004) Bluray-1080p.mkv","3963128977","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main","120","4450015","1920","824","N/A","N/A","N/A","tv","left","progressive","1","N/A","yuv420p","No","N/A","7124.702000","23.976","dts","DCA (DTS Coherent Acoustics)","6","48000","1536000","N/A","1","","","0","1724388497.5511012","1724388497.5511012","Yes","Unknown metadata: Some file information couldn't be determined && Non-standard audio codec(s): dts && Non-standard resolution: 1920x824"
"/Volumes/media/media/movies/The Lion King (1994)/The Lion King (1994) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Lion King (1994)","The Lion King (1994) WEBDL-2160p.mkv","11319532251","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17081754","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","5301.344000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, dan, ger, gre, spa, spa, fin, hun, ice, ita, jpn, kor, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","25","1710781684.0","1710781684.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 25"
"/Volumes/media/media/movies/The Little Mermaid (1989)/The Little Mermaid (1989) WEBDL-2160p.mkv","mkv","/Volumes/media/media/movies/The Little Mermaid (1989)","The Little Mermaid (1989) WEBDL-2160p.mkv","10636931823","matroska,webm","hevc","H.265 / HEVC (High Efficiency Video Coding)","Main 10","150","17133129","3840","2160","N/A","N/A","N/A","pc","left","N/A","1","N/A","yuv420p10le","No","10","4966.720000","23.976","eac3","ATSC A/52B (AC-3, E-AC-3)","6","48000","768000","N/A","1","eng, eng, cze, dan, ger, gre, spa, spa, fin, hun, ice, ita, jpn, kor, dut, nor, pol, por, por, rum, slo, swe, tur, chi, chi, chi","subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip, subrip","26","1709664471.0","1709664471.0","Yes","High bit depth video: 10-bit && High number of subtitle streams: 26"
